S.N,Date,Open,High,Low,Close,Absolute,Percentage,Volume,Trunover
4328,2001-04-26,366.52,366.52,366.52,366.52,0.68,0.186%,367,nan
4329,2001-04-25,365.84,365.84,365.84,365.84,-0.29,0.079%,366,nan
4330,2001-04-24,366.13,366.13,366.13,366.13,0.55,0.15%,366,nan
4331,2001-04-23,365.58,365.58,365.58,365.58,-1.2,0.328%,366,nan
4332,2001-04-20,366.78,366.78,366.78,366.78,0.39,0.106%,367,nan
4333,2001-04-19,366.39,366.39,366.39,366.39,-0.98,0.267%,366,nan
4334,2001-04-18,367.37,367.37,367.37,367.37,1.16,0.316%,367,nan
4335,2001-04-17,366.21,366.21,366.21,366.21,-0.39,0.106%,366,nan
4336,2001-04-16,366.60,366.60,366.60,366.60,-2.45,0.668%,367,nan
4337,2001-04-13,369.05,369.05,369.05,369.05,-1.26,0.341%,369,nan
4338,2001-04-12,370.31,370.31,370.31,370.31,0.32,0.086%,370,nan
4339,2001-04-11,369.99,369.99,369.99,369.99,-2.63,0.711%,370,nan
4340,2001-04-10,372.62,372.62,372.62,372.62,-36.94,9.914%,373,nan
4341,2001-04-09,409.56,409.56,409.56,409.56,34.98,8.541%,410,nan
4342,2001-04-06,374.58,374.58,374.58,374.58,1.72,0.459%,375,nan
4343,2001-04-05,372.86,372.86,372.86,372.86,-4.11,1.102%,373,nan
4344,2001-04-04,376.97,376.97,376.97,376.97,1.02,0.271%,377,nan
4345,2001-04-03,375.95,375.95,375.95,375.95,-10.92,2.905%,376,nan
4346,2001-03-30,386.87,386.87,386.87,386.87,8.86,2.29%,387,nan
4347,2001-03-29,378.01,378.01,378.01,378.01,2.94,0.778%,378,nan
4348,2001-03-28,375.07,375.07,375.07,375.07,1.1,0.293%,375,nan
4349,2001-03-27,373.97,373.97,373.97,373.97,-8.61,2.302%,374,nan
4350,2001-03-26,382.58,382.58,382.58,382.58,5.6,1.464%,383,nan
4351,2001-03-23,376.98,376.98,376.98,376.98,-0.5,0.133%,377,nan
4352,2001-03-22,377.48,377.48,377.48,377.48,-1.01,0.268%,377,nan
4353,2001-03-21,378.49,378.49,378.49,378.49,-6.96,1.839%,378,nan
4354,2001-03-20,385.45,385.45,385.45,385.45,-2.95,0.765%,385,nan
4355,2001-03-19,388.40,388.40,388.40,388.40,-1.8,0.463%,388,nan
4356,2001-03-16,390.20,390.20,390.20,390.20,-0.68,0.174%,390,nan
4357,2001-03-15,390.88,390.88,390.88,390.88,-1,0.256%,391,nan
4358,2001-03-14,391.88,391.88,391.88,391.88,-3.97,1.013%,392,nan
4359,2001-03-13,395.85,395.85,395.85,395.85,-1.76,0.445%,396,nan
4360,2001-03-12,397.61,397.61,397.61,397.61,1.35,0.34%,398,nan
4361,2001-03-08,396.26,396.26,396.26,396.26,3.02,0.762%,396,nan
4362,2001-03-07,393.24,393.24,393.24,393.24,-0.36,0.092%,393,nan
4363,2001-03-06,393.60,393.60,393.60,393.60,2.01,0.511%,394,nan
4364,2001-03-05,391.59,391.59,391.59,391.59,14.39,3.675%,392,nan
4365,2001-03-02,377.20,377.20,377.20,377.20,2.03,0.538%,377,nan
4366,2001-03-01,375.17,375.17,375.17,375.17,-0.12,0.032%,375,nan
4367,2001-02-28,375.29,375.29,375.29,375.29,-22.71,6.051%,375,nan
4368,2001-02-27,398.00,398.00,398.00,398.00,-4.55,1.143%,398,nan
4369,2001-02-23,402.55,402.55,402.55,402.55,-12.55,3.118%,403,nan
4370,2001-02-22,415.10,415.10,415.10,415.10,-9.82,2.366%,415,nan
4371,2001-02-20,424.92,424.92,424.92,424.92,-5.85,1.377%,425,nan
4372,2001-02-19,430.77,430.77,430.77,430.77,-0.68,0.158%,431,nan
4373,2001-02-16,431.45,431.45,431.45,431.45,-7.96,1.845%,431,nan
4374,2001-02-15,439.41,439.41,439.41,439.41,-3.94,0.897%,439,nan
4375,2001-02-14,443.35,443.35,443.35,443.35,-9.18,2.071%,443,nan
4376,2001-02-13,452.53,452.53,452.53,452.53,0.96,0.212%,453,nan
4377,2001-02-12,451.57,451.57,451.57,451.57,-3.77,0.835%,452,nan
4378,2001-02-09,455.34,455.34,455.34,455.34,-3.39,0.744%,455,nan
4379,2001-02-08,458.73,458.73,458.73,458.73,-2.12,0.462%,459,nan
4380,2001-02-07,460.85,460.85,460.85,460.85,-3.16,0.686%,461,nan
4381,2001-02-06,464.01,464.01,464.01,464.01,1.49,0.321%,464,nan
4382,2001-02-05,462.52,462.52,462.52,462.52,-2.87,0.621%,463,nan
4383,2001-02-02,465.39,465.39,465.39,465.39,-1.63,0.35%,465,nan
4384,2001-02-01,467.02,467.02,467.02,467.02,-1.05,0.225%,467,nan
4385,2001-01-31,468.07,468.07,468.07,468.07,-0.34,0.073%,468,nan
4386,2001-01-30,468.41,468.41,468.41,468.41,1.06,0.226%,468,nan
4387,2001-01-26,467.35,467.35,467.35,467.35,1.98,0.424%,467,nan
4388,2001-01-25,465.37,465.37,465.37,465.37,4.87,1.046%,465,nan
4389,2001-01-24,460.50,460.50,460.50,460.50,-0.29,0.063%,461,nan
4390,2001-01-23,460.79,460.79,460.79,460.79,1.51,0.328%,461,nan
4391,2001-01-22,459.28,459.28,459.28,459.28,0.91,0.198%,459,nan
4392,2001-01-19,458.37,458.37,458.37,458.37,-0.45,0.098%,458,nan
4393,2001-01-18,458.82,458.82,458.82,458.82,-1.47,0.32%,459,nan
4394,2001-01-17,460.29,460.29,460.29,460.29,-0.57,0.124%,460,nan
4395,2001-01-16,460.86,460.86,460.86,460.86,-1.73,0.375%,461,nan
4396,2001-01-15,462.59,462.59,462.59,462.59,-2.17,0.469%,463,nan
4397,2001-01-12,464.76,464.76,464.76,464.76,-3.64,0.783%,465,nan
4398,2001-01-10,468.40,468.40,468.40,468.40,-6.12,1.307%,468,nan
4399,2001-01-09,474.52,474.52,474.52,474.52,-4.71,0.993%,475,nan
4400,2001-01-08,479.23,479.23,479.23,479.23,-2.97,0.62%,479,nan
4401,2001-01-05,482.20,482.20,482.20,482.20,-4.36,0.904%,482,nan
4402,2001-01-04,486.56,486.56,486.56,486.56,-0.02,0.004%,487,nan
4403,2001-01-03,486.58,486.58,486.58,486.58,0.49,0.101%,487,nan
4404,2001-01-02,486.09,486.09,486.09,486.09,-1.17,0.241%,486,nan
4405,2001-01-01,487.26,487.26,487.26,487.26,-0.75,0.154%,487,nan
4406,2000-12-31,488.01,488.01,488.01,488.01,-1.02,0.209%,488,nan
4407,2000-12-27,489.03,489.03,489.03,489.03,-4.37,0.894%,489,nan
4408,2000-12-26,493.40,493.40,493.40,493.40,-1.31,0.266%,493,nan
4409,2000-12-25,494.71,494.71,494.71,494.71,5.64,1.14%,495,nan
4410,2000-12-22,489.07,489.07,489.07,489.07,-0.67,0.137%,489,nan
4411,2000-12-21,489.74,489.74,489.74,489.74,1.24,0.253%,490,nan
4412,2000-12-20,488.50,488.50,488.50,488.50,0,0%,489,nan
4413,2000-12-19,488.50,488.50,488.50,488.50,1.1,0.225%,489,nan
4414,2000-12-18,487.40,487.40,487.40,487.40,1.35,0.277%,487,nan
4415,2000-12-15,486.05,486.05,486.05,486.05,1.52,0.313%,486,nan
4416,2000-12-14,484.53,484.53,484.53,484.53,-3.48,0.718%,485,nan
4417,2000-12-13,488.01,488.01,488.01,488.01,-1.73,0.355%,488,nan
4418,2000-12-12,489.74,489.74,489.74,489.74,-5.91,1.207%,490,nan
4419,2000-12-11,495.65,495.65,495.65,495.65,1.43,0.289%,496,nan
4420,2000-12-08,494.22,494.22,494.22,494.22,-3.02,0.611%,494,nan
4421,2000-12-07,497.24,497.24,497.24,497.24,-3.24,0.652%,497,nan
4422,2000-12-06,500.48,500.48,500.48,500.48,-2.27,0.454%,500,nan
4423,2000-12-05,502.75,502.75,502.75,502.75,-6.23,1.239%,503,nan
4424,2000-12-04,508.98,508.98,508.98,508.98,0.4,0.079%,509,nan
4425,2000-12-01,508.58,508.58,508.58,508.58,5.73,1.127%,509,nan
4426,2000-11-30,502.85,502.85,502.85,502.85,13.53,2.691%,503,nan
4427,2000-11-29,489.32,489.32,489.32,489.32,-21.54,4.402%,489,nan
4428,2000-11-28,510.86,510.86,510.86,510.86,-23.1,4.522%,511,nan
4429,2000-11-27,533.96,533.96,533.96,533.96,-9.89,1.852%,534,nan
4430,2000-11-24,543.85,543.85,543.85,543.85,-1.97,0.362%,544,nan
4431,2000-11-23,545.82,545.82,545.82,545.82,0.88,0.161%,546,nan
4432,2000-11-22,544.94,544.94,544.94,544.94,0.8,0.147%,545,nan
4433,2000-11-21,544.14,544.14,544.14,544.14,0.7,0.129%,544,nan
4434,2000-11-20,543.44,543.44,543.44,543.44,3.16,0.581%,543,nan
4435,2000-11-17,540.28,540.28,540.28,540.28,13.38,2.476%,540,nan
4436,2000-11-16,526.90,526.90,526.90,526.90,7.57,1.437%,527,nan
4437,2000-11-15,519.33,519.33,519.33,519.33,5.63,1.084%,519,nan
4438,2000-11-14,513.70,513.70,513.70,513.70,6.19,1.205%,514,nan
4439,2000-11-13,507.51,507.51,507.51,507.51,1.6,0.315%,508,nan
4440,2000-11-10,505.91,505.91,505.91,505.91,6.8,1.344%,506,nan
4441,2000-11-09,499.11,499.11,499.11,499.11,5.17,1.036%,499,nan
4442,2000-11-07,493.94,493.94,493.94,493.94,11.01,2.229%,494,nan
4443,2000-11-06,482.93,482.93,482.93,482.93,7.5,1.553%,483,nan
4444,2000-11-03,475.43,475.43,475.43,475.43,2.95,0.62%,475,nan
4445,2000-11-02,472.48,472.48,472.48,472.48,0.46,0.097%,472,nan
4446,2000-11-01,472.02,472.02,472.02,472.02,3.26,0.691%,472,nan
4447,2000-10-31,468.76,468.76,468.76,468.76,-2.79,0.595%,469,nan
4448,2000-10-30,471.55,471.55,471.55,471.55,-5.35,1.135%,472,nan
4449,2000-10-25,476.90,476.90,476.90,476.90,-2.76,0.579%,477,nan
4450,2000-10-24,479.66,479.66,479.66,479.66,4.28,0.892%,480,nan
4451,2000-10-23,475.38,475.38,475.38,475.38,4.26,0.896%,475,nan
4452,2000-10-20,471.12,471.12,471.12,471.12,7.41,1.573%,471,nan
4453,2000-10-19,463.71,463.71,463.71,463.71,10.25,2.21%,464,nan
4454,2000-10-18,453.46,453.46,453.46,453.46,12.49,2.754%,453,nan
4455,2000-10-17,440.97,440.97,440.97,440.97,7.05,1.599%,441,nan
4456,2000-10-16,433.92,433.92,433.92,433.92,4.46,1.028%,434,nan
4457,2000-10-13,429.46,429.46,429.46,429.46,-0.76,0.177%,429,nan
4458,2000-10-03,430.22,430.22,430.22,430.22,2.46,0.572%,430,nan
4459,2000-10-02,427.76,427.76,427.76,427.76,3.86,0.902%,428,nan
4460,2000-09-29,423.90,423.90,423.90,423.90,0.2,0.047%,424,nan
4461,2000-09-27,423.70,423.70,423.70,423.70,2.14,0.505%,424,nan
4462,2000-09-26,421.56,421.56,421.56,421.56,0.18,0.043%,422,nan
4463,2000-09-25,421.38,421.38,421.38,421.38,-0.63,0.15%,421,nan
4464,2000-09-22,422.01,422.01,422.01,422.01,0.31,0.073%,422,nan
4465,2000-09-21,421.70,421.70,421.70,421.70,0.1,0.024%,422,nan
4466,2000-09-20,421.60,421.60,421.60,421.60,2,0.474%,422,nan
4467,2000-09-19,419.60,419.60,419.60,419.60,2.25,0.536%,420,nan
4468,2000-09-18,417.35,417.35,417.35,417.35,-3.83,0.918%,417,nan
4469,2000-09-15,421.18,421.18,421.18,421.18,1.44,0.342%,421,nan
4470,2000-09-14,419.74,419.74,419.74,419.74,2.5,0.596%,420,nan
4471,2000-09-13,417.24,417.24,417.24,417.24,8.33,1.996%,417,nan
4472,2000-09-11,408.91,408.91,408.91,408.91,13.64,3.336%,409,nan
4473,2000-09-08,395.27,395.27,395.27,395.27,-9.38,2.373%,395,nan
4474,2000-09-07,404.65,404.65,404.65,404.65,3.22,0.796%,405,nan
4475,2000-09-06,401.43,401.43,401.43,401.43,-9.17,2.284%,401,nan
4476,2000-09-05,410.60,410.60,410.60,410.60,-7.32,1.783%,411,nan
4477,2000-09-04,417.92,417.92,417.92,417.92,-1.94,0.464%,418,nan
4478,2000-09-01,419.86,419.86,419.86,419.86,-3.77,0.898%,420,nan
4479,2000-08-31,423.63,423.63,423.63,423.63,0.89,0.21%,424,nan
4480,2000-08-30,422.74,422.74,422.74,422.74,-2.53,0.598%,423,nan
4481,2000-08-29,425.27,425.27,425.27,425.27,4.16,0.978%,425,nan
4482,2000-08-28,421.11,421.11,421.11,421.11,4.17,0.99%,421,nan
4483,2000-08-25,416.94,416.94,416.94,416.94,10.88,2.609%,417,nan
4484,2000-08-24,406.06,406.06,406.06,406.06,5.97,1.47%,406,nan
4485,2000-08-23,400.09,400.09,400.09,400.09,11.06,2.764%,400,nan
4486,2000-08-21,389.03,389.03,389.03,389.03,15.04,3.866%,389,nan
4487,2000-08-18,373.99,373.99,373.99,373.99,4.7,1.257%,374,nan
4488,2000-08-17,369.29,369.29,369.29,369.29,5.05,1.367%,369,nan
4489,2000-08-14,364.24,364.24,364.24,364.24,1.57,0.431%,364,nan
4490,2000-08-11,362.67,362.67,362.67,362.67,3.69,1.017%,363,nan
4491,2000-08-10,358.98,358.98,358.98,358.98,0.32,0.089%,359,nan
4492,2000-08-09,358.66,358.66,358.66,358.66,1.31,0.365%,359,nan
4493,2000-08-08,357.35,357.35,357.35,357.35,0.54,0.151%,357,nan
4494,2000-08-07,356.81,356.81,356.81,356.81,0.74,0.207%,357,nan
4495,2000-08-04,356.07,356.07,356.07,356.07,30.81,8.653%,356,nan
4496,2000-08-03,325.26,325.26,325.26,325.26,-30.15,9.27%,325,nan
4497,2000-08-02,355.41,355.41,355.41,355.41,-0.08,0.023%,355,nan
4498,2000-08-01,355.49,355.49,355.49,355.49,-0.07,0.02%,355,nan
4499,2000-07-31,355.56,355.56,355.56,355.56,-0.88,0.247%,356,nan
4500,2000-07-28,356.44,356.44,356.44,356.44,0.41,0.115%,356,nan
4501,2000-07-27,356.03,356.03,356.03,356.03,1.64,0.461%,356,nan
4502,2000-07-26,354.39,354.39,354.39,354.39,-0.45,0.127%,354,nan
4503,2000-07-25,354.84,354.84,354.84,354.84,0.03,0.008%,355,nan
4504,2000-07-24,354.81,354.81,354.81,354.81,-1.3,0.366%,355,nan
4505,2000-07-21,356.11,356.11,356.11,356.11,-0.56,0.157%,356,nan
4506,2000-07-20,356.67,356.67,356.67,356.67,0.2,0.056%,357,nan
4507,2000-07-19,356.47,356.47,356.47,356.47,0.56,0.157%,356,nan
4508,2000-07-18,355.91,355.91,355.91,355.91,-2.15,0.604%,356,nan
4509,2000-07-17,358.06,358.06,358.06,358.06,-2.64,0.737%,358,nan
4510,2000-07-14,360.70,360.70,360.70,360.70,1.59,0.441%,361,nan
4511,2000-07-13,359.11,359.11,359.11,359.11,5.26,1.465%,359,nan
4512,2000-07-12,353.85,353.85,353.85,353.85,2.23,0.63%,354,nan
4513,2000-07-11,351.62,351.62,351.62,351.62,2.36,0.671%,352,nan
4514,2000-07-10,349.26,349.26,349.26,349.26,4.14,1.185%,349,nan
4515,2000-07-07,345.12,345.12,345.12,345.12,2.65,0.768%,345,nan
4516,2000-07-06,342.47,342.47,342.47,342.47,1.71,0.499%,342,nan
4517,2000-07-05,340.76,340.76,340.76,340.76,0.29,0.085%,341,nan
4518,2000-07-04,340.47,340.47,340.47,340.47,1.57,0.461%,340,nan
4519,2000-07-03,338.90,338.90,338.90,338.90,-34.56,10.198%,339,nan
4520,2000-06-30,373.46,373.46,373.46,373.46,35.64,9.543%,373,nan
4521,2000-06-29,337.82,337.82,337.82,337.82,-0.34,0.101%,338,nan
4522,2000-06-28,338.16,338.16,338.16,338.16,0.38,0.112%,338,nan
4523,2000-06-27,337.78,337.78,337.78,337.78,-0.27,0.08%,338,nan
4524,2000-06-26,338.05,338.05,338.05,338.05,-0.05,0.015%,338,nan
4525,2000-06-23,338.10,338.10,338.10,338.10,-0.11,0.033%,338,nan
4526,2000-06-22,338.21,338.21,338.21,338.21,-0.27,0.08%,338,nan
4527,2000-06-21,338.48,338.48,338.48,338.48,-0.54,0.16%,338,nan
4528,2000-06-20,339.02,339.02,339.02,339.02,0.56,0.165%,339,nan
4529,2000-06-19,338.46,338.46,338.46,338.46,-1.92,0.567%,338,nan
4530,2000-06-16,340.38,340.38,340.38,340.38,1.14,0.335%,340,nan
4531,2000-06-15,339.24,339.24,339.24,339.24,0.48,0.141%,339,nan
4532,2000-06-14,338.76,338.76,338.76,338.76,-0.64,0.189%,339,nan
4533,2000-06-13,339.40,339.40,339.40,339.40,0.2,0.059%,339,nan
4534,2000-06-12,339.20,339.20,339.20,339.20,-0.87,0.256%,339,nan
4535,2000-06-09,340.07,340.07,340.07,340.07,-0.47,0.138%,340,nan
4536,2000-06-08,340.54,340.54,340.54,340.54,-0.32,0.094%,341,nan
4537,2000-06-07,340.86,340.86,340.86,340.86,-0.62,0.182%,341,nan
4538,2000-06-06,341.48,341.48,341.48,341.48,-0.72,0.211%,341,nan
4539,2000-06-05,342.20,342.20,342.20,342.20,-0.53,0.155%,342,nan
4540,2000-06-02,342.73,342.73,342.73,342.73,-0.68,0.198%,343,nan
4541,2000-06-01,343.41,343.41,343.41,343.41,-0.08,0.023%,343,nan
4542,2000-05-31,343.49,343.49,343.49,343.49,-0.5,0.146%,343,nan
4543,2000-05-30,343.99,343.99,343.99,343.99,-0.1,0.029%,344,nan
4544,2000-05-29,344.09,344.09,344.09,344.09,0.21,0.061%,344,nan
4545,2000-05-26,343.88,343.88,343.88,343.88,-0.1,0.029%,344,nan
4546,2000-05-25,343.98,343.98,343.98,343.98,-1.09,0.317%,344,nan
4547,2000-05-24,345.07,345.07,345.07,345.07,-0.03,0.009%,345,nan
4548,2000-05-23,345.10,345.10,345.10,345.10,0.01,0.003%,345,nan
4549,2000-05-22,345.09,345.09,345.09,345.09,-2.64,0.765%,345,nan
4550,2000-05-19,347.73,347.73,347.73,347.73,0.58,0.167%,348,nan
4551,2000-05-17,347.15,347.15,347.15,347.15,-0.05,0.014%,347,nan
4552,2000-05-16,347.20,347.20,347.20,347.20,-0.5,0.144%,347,nan
4553,2000-05-15,347.70,347.70,347.70,347.70,-16.52,4.751%,348,nan
4554,2000-05-12,364.22,364.22,364.22,364.22,-0.59,0.162%,364,nan
4555,2000-05-11,364.81,364.81,364.81,364.81,0.35,0.096%,365,nan
4556,2000-05-10,364.46,364.46,364.46,364.46,14.66,4.022%,364,nan
4557,2000-05-09,349.80,349.80,349.80,349.80,0.6,0.172%,350,nan
4558,2000-05-08,349.20,349.20,349.20,349.20,1.98,0.567%,349,nan
4559,2000-05-05,347.22,347.22,347.22,347.22,0.58,0.167%,347,nan
4560,2000-05-04,346.64,346.64,346.64,346.64,-14.64,4.223%,347,nan
4561,2000-05-03,361.28,361.28,361.28,361.28,12.49,3.457%,361,nan
4562,2000-05-02,348.79,348.79,348.79,348.79,-0.75,0.215%,349,nan
4563,2000-05-01,349.54,349.54,349.54,349.54,-1.16,0.332%,350,nan
4564,2000-04-28,350.70,350.70,350.70,350.70,-0.18,0.051%,351,nan
4565,2000-04-27,350.88,350.88,350.88,350.88,-3.72,1.06%,351,nan
4566,2000-04-26,354.60,354.60,354.60,354.60,-14.31,4.036%,355,nan
4567,2000-04-25,368.91,368.91,368.91,368.91,14.54,3.941%,369,nan
4568,2000-04-24,354.37,354.37,354.37,354.37,4.66,1.315%,354,nan
4569,2000-04-21,349.71,349.71,349.71,349.71,3.04,0.869%,350,nan
4570,2000-04-20,346.67,346.67,346.67,346.67,5.09,1.468%,347,nan
4571,2000-04-19,341.58,341.58,341.58,341.58,3.17,0.928%,342,nan
4572,2000-04-18,338.41,338.41,338.41,338.41,5.01,1.48%,338,nan
4573,2000-04-17,333.40,333.40,333.40,333.40,-0.21,0.063%,333,nan
4574,2000-04-14,333.61,333.61,333.61,333.61,1.85,0.555%,334,nan
4575,2000-04-11,331.76,331.76,331.76,331.76,-1.17,0.353%,332,nan
4576,2000-04-10,332.93,332.93,332.93,332.93,1.05,0.315%,333,nan
4577,2000-04-07,331.88,331.88,331.88,331.88,-14.9,4.49%,332,nan
4578,2000-04-06,346.78,346.78,346.78,346.78,14.58,4.204%,347,nan
4579,2000-04-05,332.20,332.20,332.20,332.20,3.84,1.156%,332,nan
4580,2000-04-03,328.36,328.36,328.36,328.36,-1.7,0.518%,328,nan
4581,2000-03-31,330.06,330.06,330.06,330.06,1.31,0.397%,330,nan
4582,2000-03-30,328.75,328.75,328.75,328.75,1.97,0.599%,329,nan
4583,2000-03-29,326.78,326.78,326.78,326.78,-0.02,0.006%,327,nan
4584,2000-03-28,326.80,326.80,326.80,326.80,1.66,0.508%,327,nan
4585,2000-03-27,325.14,325.14,325.14,325.14,3.47,1.067%,325,nan
4586,2000-03-24,321.67,321.67,321.67,321.67,3.36,1.045%,322,nan
4587,2000-03-23,318.31,318.31,318.31,318.31,1.98,0.622%,318,nan
4588,2000-03-22,316.33,316.33,316.33,316.33,-0.2,0.063%,316,nan
4589,2000-03-21,316.53,316.53,316.53,316.53,-2.01,0.635%,317,nan
4590,2000-03-20,318.54,318.54,318.54,318.54,-0.39,0.122%,319,nan
4591,2000-03-17,318.93,318.93,318.93,318.93,-6.02,1.888%,319,nan
4592,2000-03-16,324.95,324.95,324.95,324.95,-1.75,0.539%,325,nan
4593,2000-03-15,326.70,326.70,326.70,326.70,-1.45,0.444%,327,nan
4594,2000-03-14,328.15,328.15,328.15,328.15,-1.05,0.32%,328,nan
4595,2000-03-13,329.20,329.20,329.20,329.20,-1.7,0.516%,329,nan
4596,2000-03-10,330.90,330.90,330.90,330.90,1.09,0.329%,331,nan
4597,2000-03-09,329.81,329.81,329.81,329.81,2.51,0.761%,330,nan
4598,2000-03-08,327.30,327.30,327.30,327.30,0.29,0.089%,327,nan
4599,2000-03-07,327.01,327.01,327.01,327.01,3.23,0.988%,327,nan
4600,2000-03-06,323.78,323.78,323.78,323.78,-11.29,3.487%,324,nan
4601,2000-03-03,335.07,335.07,335.07,335.07,19.1,5.7%,335,nan
4602,2000-03-02,315.97,315.97,315.97,315.97,3.41,1.079%,316,nan
4603,2000-03-01,312.56,312.56,312.56,312.56,4.37,1.398%,313,nan
4604,2000-02-29,308.19,308.19,308.19,308.19,1.4,0.454%,308,nan
4605,2000-02-28,306.79,306.79,306.79,306.79,2.24,0.73%,307,nan
4606,2000-02-25,304.55,304.55,304.55,304.55,0.94,0.309%,305,nan
4607,2000-02-24,303.61,303.61,303.61,303.61,-7.81,2.572%,304,nan
4608,2000-02-23,311.42,311.42,311.42,311.42,13.8,4.431%,311,nan
4609,2000-02-22,297.62,297.62,297.62,297.62,1.19,0.4%,298,nan
4610,2000-02-21,296.43,296.43,296.43,296.43,0.08,0.027%,296,nan
4611,2000-02-18,296.35,296.35,296.35,296.35,1.29,0.435%,296,nan
4612,2000-02-17,295.06,295.06,295.06,295.06,3.29,1.115%,295,nan
4613,2000-02-16,291.77,291.77,291.77,291.77,-10.11,3.465%,292,nan
4614,2000-02-15,301.88,301.88,301.88,301.88,13.35,4.422%,302,nan
4615,2000-02-14,288.53,288.53,288.53,288.53,3.23,1.119%,289,nan
4616,2000-02-11,285.30,285.30,285.30,285.30,-9.06,3.176%,285,nan
4617,2000-02-09,294.36,294.36,294.36,294.36,11.99,4.073%,294,nan
4618,2000-02-08,282.37,282.37,282.37,282.37,3.63,1.286%,282,nan
4619,2000-02-07,278.74,278.74,278.74,278.74,-0.22,0.079%,279,nan
4620,2000-02-04,278.96,278.96,278.96,278.96,0.8,0.287%,279,nan
4621,2000-02-03,278.16,278.16,278.16,278.16,0.95,0.342%,278,nan
4622,2000-02-02,277.21,277.21,277.21,277.21,1.06,0.382%,277,nan
4623,2000-02-01,276.15,276.15,276.15,276.15,0.37,0.134%,276,nan
4624,2000-01-31,275.78,275.78,275.78,275.78,2.02,0.732%,276,nan
4625,2000-01-28,273.76,273.76,273.76,273.76,-3.4,1.242%,274,nan
4626,2000-01-27,277.16,277.16,277.16,277.16,0.77,0.278%,277,nan
4627,2000-01-26,276.39,276.39,276.39,276.39,0.61,0.221%,276,nan
4628,2000-01-25,275.78,275.78,275.78,275.78,-0.71,0.257%,276,nan
4629,2000-01-24,276.49,276.49,276.49,276.49,-1.84,0.665%,276,nan
4630,2000-01-21,278.33,278.33,278.33,278.33,1.38,0.496%,278,nan
4631,2000-01-20,276.95,276.95,276.95,276.95,0.28,0.101%,277,nan
4632,2000-01-19,276.67,276.67,276.67,276.67,2.73,0.987%,277,nan
4633,2000-01-18,273.94,273.94,273.94,273.94,1.39,0.507%,274,nan
4634,2000-01-17,272.55,272.55,272.55,272.55,2.67,0.98%,273,nan
4635,2000-01-14,269.88,269.88,269.88,269.88,-0.04,0.015%,270,nan
4636,2000-01-13,269.92,269.92,269.92,269.92,1.27,0.471%,270,nan
4637,2000-01-10,268.65,268.65,268.65,268.65,0.77,0.287%,269,nan
4638,2000-01-07,267.88,267.88,267.88,267.88,2.12,0.791%,268,nan
4639,2000-01-06,265.76,265.76,265.76,265.76,1.24,0.467%,266,nan
4640,2000-01-05,264.52,264.52,264.52,264.52,1.58,0.597%,265,nan
4641,2000-01-04,262.94,262.94,262.94,262.94,0.44,0.167%,263,nan
4642,2000-01-03,262.50,262.50,262.50,262.50,-0.02,0.008%,263,nan
4643,1999-12-31,262.52,262.52,262.52,262.52,0.7,0.267%,263,nan
4644,1999-12-30,261.82,261.82,261.82,261.82,0.61,0.233%,262,nan
4645,1999-12-28,261.21,261.21,261.21,261.21,0.6,0.23%,261,nan
4646,1999-12-27,260.61,260.61,260.61,260.61,1.15,0.441%,261,nan
4647,1999-12-24,259.46,259.46,259.46,259.46,-0.77,0.297%,259,nan
4648,1999-12-23,260.23,260.23,260.23,260.23,0.52,0.2%,260,nan
4649,1999-12-22,259.71,259.71,259.71,259.71,1.13,0.435%,260,nan
4650,1999-12-21,258.58,258.58,258.58,258.58,0.84,0.325%,259,nan
4651,1999-12-20,257.74,257.74,257.74,257.74,0.84,0.326%,258,nan
4652,1999-12-17,256.90,256.90,256.90,256.90,0.5,0.195%,257,nan
4653,1999-12-16,256.40,256.40,256.40,256.40,2.1,0.819%,256,nan
4654,1999-12-15,254.30,254.30,254.30,254.30,1.11,0.436%,254,nan
4655,1999-12-14,253.19,253.19,253.19,253.19,1.12,0.442%,253,nan
4656,1999-12-13,252.07,252.07,252.07,252.07,-3.42,1.357%,252,nan
4657,1999-12-10,255.49,255.49,255.49,255.49,-0.04,0.016%,255,nan
4658,1999-12-09,255.53,255.53,255.53,255.53,-0.41,0.16%,256,nan
4659,1999-12-08,255.94,255.94,255.94,255.94,-0.15,0.059%,256,nan
4660,1999-12-07,256.09,256.09,256.09,256.09,-1.15,0.449%,256,nan
4661,1999-12-06,257.24,257.24,257.24,257.24,-0.67,0.26%,257,nan
4662,1999-12-03,257.91,257.91,257.91,257.91,0.81,0.314%,258,nan
4663,1999-12-02,257.10,257.10,257.10,257.10,-0.89,0.346%,257,nan
4664,1999-12-01,257.99,257.99,257.99,257.99,-2.57,0.996%,258,nan
4665,1999-11-30,260.56,260.56,260.56,260.56,-0.33,0.127%,261,nan
4666,1999-11-29,260.89,260.89,260.89,260.89,-0.49,0.188%,261,nan
4667,1999-11-26,261.38,261.38,261.38,261.38,0.64,0.245%,261,nan
4668,1999-11-25,260.74,260.74,260.74,260.74,1.68,0.644%,261,nan
4669,1999-11-24,259.06,259.06,259.06,259.06,-0.12,0.046%,259,nan
4670,1999-11-23,259.18,259.18,259.18,259.18,-0.79,0.305%,259,nan
4671,1999-11-22,259.97,259.97,259.97,259.97,2.42,0.931%,260,nan
4672,1999-11-19,257.55,257.55,257.55,257.55,0.67,0.26%,258,nan
