S.N,Date,Open,High,Low,Close,Absolute,Percentage,Volume,Trunover
4673,1999-11-18,256.88,256.88,256.88,256.88,0.73,0.284%,257,nan
4674,1999-11-17,256.15,256.15,256.15,256.15,1.57,0.613%,256,nan
4675,1999-11-16,254.58,254.58,254.58,254.58,-0.44,0.173%,255,nan
4676,1999-11-15,255.02,255.02,255.02,255.02,-0.42,0.165%,255,nan
4677,1999-11-12,255.44,255.44,255.44,255.44,-0.2,0.078%,255,nan
4678,1999-11-11,255.64,255.64,255.64,255.64,0.2,0.078%,256,nan
4679,1999-11-05,255.44,255.44,255.44,255.44,1.39,0.544%,255,nan
4680,1999-11-04,254.05,254.05,254.05,254.05,-0.96,0.378%,254,nan
4681,1999-11-03,255.01,255.01,255.01,255.01,1.08,0.424%,255,nan
4682,1999-11-02,253.93,253.93,253.93,253.93,2.66,1.048%,254,nan
4683,1999-11-01,251.27,251.27,251.27,251.27,1.55,0.617%,251,nan
4684,1999-10-29,249.72,249.72,249.72,249.72,1.37,0.549%,250,nan
4685,1999-10-28,248.35,248.35,248.35,248.35,0.74,0.298%,248,nan
4686,1999-10-27,247.61,247.61,247.61,247.61,1.76,0.711%,248,nan
4687,1999-10-26,245.85,245.85,245.85,245.85,-0.8,0.325%,246,nan
4688,1999-10-25,246.65,246.65,246.65,246.65,1.24,0.503%,247,nan
4689,1999-10-15,245.41,245.41,245.41,245.41,1.25,0.509%,245,nan
4690,1999-10-14,244.16,244.16,244.16,244.16,-2.04,0.836%,244,nan
4691,1999-10-13,246.20,246.20,246.20,246.20,0.56,0.227%,246,nan
4692,1999-10-12,245.64,245.64,245.64,245.64,0.77,0.313%,246,nan
4693,1999-10-11,244.87,244.87,244.87,244.87,0,0%,245,nan
4694,1999-10-08,244.87,244.87,244.87,244.87,1.23,0.502%,245,nan
4695,1999-10-07,243.64,243.64,243.64,243.64,-1.68,0.69%,244,nan
4696,1999-10-06,245.32,245.32,245.32,245.32,-0.7,0.285%,245,nan
4697,1999-10-05,246.02,246.02,246.02,246.02,-0.07,0.028%,246,nan
4698,1999-10-04,246.09,246.09,246.09,246.09,-1.36,0.553%,246,nan
4699,1999-10-01,247.45,247.45,247.45,247.45,1.7,0.687%,247,nan
4700,1999-09-30,245.75,245.75,245.75,245.75,0,0%,246,nan
4701,1999-09-29,245.75,245.75,245.75,245.75,1.25,0.509%,246,nan
4702,1999-09-28,244.50,244.50,244.50,244.50,1.32,0.54%,245,nan
4703,1999-09-27,243.18,243.18,243.18,243.18,0.46,0.189%,243,nan
4704,1999-09-23,242.72,242.72,242.72,242.72,1.63,0.672%,243,nan
4705,1999-09-22,241.09,241.09,241.09,241.09,1.14,0.473%,241,nan
4706,1999-09-21,239.95,239.95,239.95,239.95,1.4,0.583%,240,nan
4707,1999-09-20,238.55,238.55,238.55,238.55,-0.8,0.335%,239,nan
4708,1999-09-17,239.35,239.35,239.35,239.35,1.85,0.773%,239,nan
4709,1999-09-16,237.50,237.50,237.50,237.50,1.05,0.442%,238,nan
4710,1999-09-15,236.45,236.45,236.45,236.45,1.72,0.727%,236,nan
4711,1999-09-14,234.73,234.73,234.73,234.73,1.34,0.571%,235,nan
4712,1999-09-13,233.39,233.39,233.39,233.39,0.99,0.424%,233,nan
4713,1999-09-10,232.40,232.40,232.40,232.40,1.32,0.568%,232,nan
4714,1999-09-09,231.08,231.08,231.08,231.08,-0.54,0.234%,231,nan
4715,1999-09-08,231.62,231.62,231.62,231.62,-0.39,0.168%,232,nan
4716,1999-09-07,232.01,232.01,232.01,232.01,0.62,0.267%,232,nan
4717,1999-09-06,231.39,231.39,231.39,231.39,0.4,0.173%,231,nan
4718,1999-09-03,230.99,230.99,230.99,230.99,0.58,0.251%,231,nan
4719,1999-09-01,230.41,230.41,230.41,230.41,0.79,0.343%,230,nan
4720,1999-08-31,229.62,229.62,229.62,229.62,0.29,0.126%,230,nan
4721,1999-08-30,229.33,229.33,229.33,229.33,0.39,0.17%,229,nan
4722,1999-08-25,228.94,228.94,228.94,228.94,0.01,0.004%,229,nan
4723,1999-08-24,228.93,228.93,228.93,228.93,0.53,0.232%,229,nan
4724,1999-08-23,228.40,228.40,228.40,228.40,0.23,0.101%,228,nan
4725,1999-08-22,228.17,228.17,228.17,228.17,-0.95,0.416%,228,nan
4726,1999-08-19,229.12,229.12,229.12,229.12,0.93,0.406%,229,nan
4727,1999-08-18,228.19,228.19,228.19,228.19,0,0%,228,nan
4728,1999-08-17,228.19,228.19,228.19,228.19,0.4,0.175%,228,nan
4729,1999-08-16,227.79,227.79,227.79,227.79,0.17,0.075%,228,nan
4730,1999-08-15,227.62,227.62,227.62,227.62,0.52,0.228%,228,nan
4731,1999-08-12,227.10,227.10,227.10,227.10,-0.16,0.07%,227,nan
4732,1999-08-10,227.26,227.26,227.26,227.26,-0.15,0.066%,227,nan
4733,1999-08-09,227.41,227.41,227.41,227.41,1.21,0.532%,227,nan
4734,1999-08-05,226.20,226.20,226.20,226.20,0.63,0.279%,226,nan
4735,1999-08-04,225.57,225.57,225.57,225.57,0.31,0.137%,226,nan
4736,1999-08-03,225.26,225.26,225.26,225.26,0.47,0.209%,225,nan
4737,1999-08-02,224.79,224.79,224.79,224.79,1.7,0.756%,225,nan
4738,1999-08-01,223.09,223.09,223.09,223.09,-3.22,1.443%,223,nan
4739,1999-07-29,226.31,226.31,226.31,226.31,0,0%,226,nan
4740,1999-07-28,226.31,226.31,226.31,226.31,-0.96,0.424%,226,nan
4741,1999-07-27,227.27,227.27,227.27,227.27,-1.07,0.471%,227,nan
4742,1999-07-26,228.34,228.34,228.34,228.34,-0.07,0.031%,228,nan
4743,1999-07-25,228.41,228.41,228.41,228.41,2.26,0.989%,228,nan
4744,1999-07-22,226.15,226.15,226.15,226.15,1.09,0.482%,226,nan
4745,1999-07-21,225.06,225.06,225.06,225.06,3.14,1.395%,225,nan
4746,1999-07-20,221.92,221.92,221.92,221.92,1.89,0.852%,222,nan
4747,1999-07-19,220.03,220.03,220.03,220.03,1.71,0.777%,220,nan
4748,1999-07-18,218.32,218.32,218.32,218.32,1.4,0.641%,218,nan
4749,1999-07-15,216.92,216.92,216.92,216.92,0.69,0.318%,217,nan
4750,1999-07-14,216.23,216.23,216.23,216.23,3.06,1.415%,216,nan
4751,1999-07-13,213.17,213.17,213.17,213.17,-0.55,0.258%,213,nan
4752,1999-07-12,213.72,213.72,213.72,213.72,1,0.468%,214,nan
4753,1999-07-11,212.72,212.72,212.72,212.72,0.56,0.263%,213,nan
4754,1999-07-08,212.16,212.16,212.16,212.16,0.21,0.099%,212,nan
4755,1999-07-07,211.95,211.95,211.95,211.95,-1.25,0.59%,212,nan
4756,1999-07-06,213.20,213.20,213.20,213.20,0.27,0.127%,213,nan
4757,1999-07-05,212.93,212.93,212.93,212.93,0.39,0.183%,213,nan
4758,1999-07-04,212.54,212.54,212.54,212.54,0.39,0.183%,213,nan
4759,1999-07-01,212.15,212.15,212.15,212.15,-3,1.414%,212,nan
4760,1999-06-30,215.15,215.15,215.15,215.15,-5.63,2.617%,215,nan
4761,1999-06-29,220.78,220.78,220.78,220.78,-6.59,2.985%,221,nan
4762,1999-06-28,227.37,227.37,227.37,227.37,-3.95,1.737%,227,nan
4763,1999-06-27,231.32,231.32,231.32,231.32,-1.81,0.782%,231,nan
4764,1999-06-24,233.13,233.13,233.13,233.13,0.49,0.21%,233,nan
4765,1999-06-23,232.64,232.64,232.64,232.64,3.56,1.53%,233,nan
4766,1999-06-22,229.08,229.08,229.08,229.08,2.89,1.262%,229,nan
4767,1999-06-21,226.19,226.19,226.19,226.19,2.89,1.278%,226,nan
4768,1999-06-20,223.30,223.30,223.30,223.30,5.31,2.378%,223,nan
4769,1999-06-17,217.99,217.99,217.99,217.99,3.85,1.766%,218,nan
4770,1999-06-16,214.14,214.14,214.14,214.14,2,0.934%,214,nan
4771,1999-06-15,212.14,212.14,212.14,212.14,-0.25,0.118%,212,nan
4772,1999-06-14,212.39,212.39,212.39,212.39,-0.12,0.056%,212,nan
4773,1999-06-13,212.51,212.51,212.51,212.51,0.21,0.099%,213,nan
4774,1999-06-10,212.30,212.30,212.30,212.30,0.45,0.212%,212,nan
4775,1999-06-09,211.85,211.85,211.85,211.85,-0.09,0.042%,212,nan
4776,1999-06-07,211.94,211.94,211.94,211.94,0.98,0.462%,212,nan
4777,1999-06-06,210.96,210.96,210.96,210.96,0.96,0.455%,211,nan
4778,1999-06-03,210.00,210.00,210.00,210.00,0.86,0.41%,210,nan
4779,1999-06-02,209.14,209.14,209.14,209.14,0.84,0.402%,209,nan
4780,1999-06-01,208.30,208.30,208.30,208.30,0.53,0.254%,208,nan
4781,1999-05-31,207.77,207.77,207.77,207.77,1.59,0.765%,208,nan
4782,1999-05-30,206.18,206.18,206.18,206.18,0.86,0.417%,206,nan
4783,1999-05-27,205.32,205.32,205.32,205.32,2.12,1.033%,205,nan
4784,1999-05-26,203.20,203.20,203.20,203.20,1.68,0.827%,203,nan
4785,1999-05-25,201.52,201.52,201.52,201.52,0.64,0.318%,202,nan
4786,1999-05-24,200.88,200.88,200.88,200.88,0.52,0.259%,201,nan
4787,1999-05-23,200.36,200.36,200.36,200.36,0.66,0.329%,200,nan
4788,1999-05-20,199.70,199.70,199.70,199.70,1.12,0.561%,200,nan
4789,1999-05-19,198.58,198.58,198.58,198.58,0.86,0.433%,199,nan
4790,1999-05-18,197.72,197.72,197.72,197.72,-0.64,0.324%,198,nan
4791,1999-05-17,198.36,198.36,198.36,198.36,1.38,0.696%,198,nan
4792,1999-05-13,196.98,196.98,196.98,196.98,0.03,0.015%,197,nan
4793,1999-05-12,196.95,196.95,196.95,196.95,1.3,0.66%,197,nan
4794,1999-05-11,195.65,195.65,195.65,195.65,-0.25,0.128%,196,nan
4795,1999-05-10,195.90,195.90,195.90,195.90,-0.2,0.102%,196,nan
4796,1999-05-09,196.10,196.10,196.10,196.10,0.03,0.015%,196,nan
4797,1999-05-06,196.07,196.07,196.07,196.07,0.54,0.275%,196,nan
4798,1999-05-05,195.53,195.53,195.53,195.53,1.46,0.747%,196,nan
4799,1999-05-04,194.07,194.07,194.07,194.07,0.8,0.412%,194,nan
4800,1999-05-02,193.27,193.27,193.27,193.27,1.45,0.75%,193,nan
4801,1999-04-29,191.82,191.82,191.82,191.82,-0.35,0.182%,192,nan
4802,1999-04-28,192.17,192.17,192.17,192.17,-0.71,0.369%,192,nan
4803,1999-04-26,192.88,192.88,192.88,192.88,1.05,0.544%,193,nan
4804,1999-04-25,191.83,191.83,191.83,191.83,-0.77,0.401%,192,nan
4805,1999-04-22,192.60,192.60,192.60,192.60,-1.47,0.763%,193,nan
4806,1999-04-21,194.07,194.07,194.07,194.07,0.52,0.268%,194,nan
4807,1999-04-20,193.55,193.55,193.55,193.55,0.96,0.496%,194,nan
4808,1999-04-19,192.59,192.59,192.59,192.59,1.71,0.888%,193,nan
4809,1999-04-18,190.88,190.88,190.88,190.88,1.87,0.98%,191,nan
4810,1999-04-15,189.01,189.01,189.01,189.01,0.63,0.333%,189,nan
4811,1999-04-13,188.38,188.38,188.38,188.38,0.28,0.149%,188,nan
4812,1999-04-12,188.10,188.10,188.10,188.10,1.36,0.723%,188,nan
4813,1999-04-11,186.74,186.74,186.74,186.74,0.69,0.369%,187,nan
4814,1999-04-08,186.05,186.05,186.05,186.05,-0.75,0.403%,186,nan
4815,1999-04-07,186.80,186.80,186.80,186.80,0.76,0.407%,187,nan
4816,1999-04-06,186.04,186.04,186.04,186.04,0.4,0.215%,186,nan
4817,1999-04-05,185.64,185.64,185.64,185.64,0.67,0.361%,186,nan
4818,1999-04-04,184.97,184.97,184.97,184.97,1.67,0.903%,185,nan
4819,1999-04-01,183.30,183.30,183.30,183.30,-4.07,2.22%,183,nan
4820,1999-03-31,187.37,187.37,187.37,187.37,0.61,0.326%,187,nan
4821,1999-03-30,186.76,186.76,186.76,186.76,1.21,0.648%,187,nan
4822,1999-03-29,185.55,185.55,185.55,185.55,0.97,0.523%,186,nan
4823,1999-03-28,184.58,184.58,184.58,184.58,-0.49,0.265%,185,nan
4824,1999-03-24,185.07,185.07,185.07,185.07,0.8,0.432%,185,nan
4825,1999-03-23,184.27,184.27,184.27,184.27,-0.22,0.119%,184,nan
4826,1999-03-22,184.49,184.49,184.49,184.49,0.53,0.287%,184,nan
4827,1999-03-21,183.96,183.96,183.96,183.96,-0.28,0.152%,184,nan
4828,1999-03-18,184.24,184.24,184.24,184.24,1.84,0.999%,184,nan
4829,1999-03-16,182.40,182.40,182.40,182.40,1,0.548%,182,nan
4830,1999-03-15,181.40,181.40,181.40,181.40,1.23,0.678%,181,nan
4831,1999-03-14,180.17,180.17,180.17,180.17,0.81,0.45%,180,nan
4832,1999-03-11,179.36,179.36,179.36,179.36,0.34,0.19%,179,nan
4833,1999-03-10,179.02,179.02,179.02,179.02,0.65,0.363%,179,nan
4834,1999-03-09,178.37,178.37,178.37,178.37,0.07,0.039%,178,nan
4835,1999-03-08,178.30,178.30,178.30,178.30,-0.04,0.022%,178,nan
4836,1999-03-07,178.34,178.34,178.34,178.34,0.51,0.286%,178,nan
4837,1999-03-04,177.83,177.83,177.83,177.83,-0.34,0.191%,178,nan
4838,1999-03-03,178.17,178.17,178.17,178.17,-0.64,0.359%,178,nan
4839,1999-03-02,178.81,178.81,178.81,178.81,-0.13,0.073%,179,nan
4840,1999-02-28,178.94,178.94,178.94,178.94,-0.24,0.134%,179,nan
4841,1999-02-25,179.18,179.18,179.18,179.18,-0.7,0.391%,179,nan
4842,1999-02-24,179.88,179.88,179.88,179.88,-0.15,0.083%,180,nan
4843,1999-02-23,180.03,180.03,180.03,180.03,0.38,0.211%,180,nan
4844,1999-02-22,179.65,179.65,179.65,179.65,-0.24,0.134%,180,nan
4845,1999-02-21,179.89,179.89,179.89,179.89,0.95,0.528%,180,nan
4846,1999-02-18,178.94,178.94,178.94,178.94,-0.44,0.246%,179,nan
4847,1999-02-17,179.38,179.38,179.38,179.38,0.44,0.245%,179,nan
4848,1999-02-16,178.94,178.94,178.94,178.94,-0.44,0.246%,179,nan
4849,1999-02-15,179.38,179.38,179.38,179.38,0.9,0.502%,179,nan
4850,1999-02-11,178.48,178.48,178.48,178.48,0.87,0.487%,178,nan
4851,1999-02-10,177.61,177.61,177.61,177.61,-1.05,0.591%,178,nan
4852,1999-02-08,178.66,178.66,178.66,178.66,-0.7,0.392%,179,nan
4853,1999-02-07,179.36,179.36,179.36,179.36,0.26,0.145%,179,nan
4854,1999-02-04,179.10,179.10,179.10,179.10,0.64,0.357%,179,nan
4855,1999-02-03,178.46,178.46,178.46,178.46,-0.15,0.084%,178,nan
4856,1999-02-02,178.61,178.61,178.61,178.61,-0.55,0.308%,179,nan
4857,1999-02-01,179.16,179.16,179.16,179.16,-0.44,0.246%,179,nan
4858,1999-01-31,179.60,179.60,179.60,179.60,-0.43,0.239%,180,nan
4859,1999-01-28,180.03,180.03,180.03,180.03,-0.56,0.311%,180,nan
4860,1999-01-27,180.59,180.59,180.59,180.59,-1.17,0.648%,181,nan
4861,1999-01-26,181.76,181.76,181.76,181.76,-1.13,0.622%,182,nan
4862,1999-01-25,182.89,182.89,182.89,182.89,0.21,0.115%,183,nan
4863,1999-01-21,182.68,182.68,182.68,182.68,0.37,0.203%,183,nan
4864,1999-01-20,182.31,182.31,182.31,182.31,0.63,0.346%,182,nan
4865,1999-01-19,181.68,181.68,181.68,181.68,0.45,0.248%,182,nan
4866,1999-01-18,181.23,181.23,181.23,181.23,0.18,0.099%,181,nan
4867,1999-01-17,181.05,181.05,181.05,181.05,-0.62,0.342%,181,nan
4868,1999-01-14,181.67,181.67,181.67,181.67,-0.03,0.017%,182,nan
4869,1999-01-13,181.70,181.70,181.70,181.70,0.35,0.193%,182,nan
4870,1999-01-12,181.35,181.35,181.35,181.35,0.55,0.303%,181,nan
4871,1999-01-10,180.80,180.80,180.80,180.80,1.58,0.874%,181,nan
4872,1999-01-07,179.22,179.22,179.22,179.22,0.42,0.234%,179,nan
4873,1999-01-06,178.80,178.80,178.80,178.80,1.02,0.57%,179,nan
4874,1999-01-05,177.78,177.78,177.78,177.78,1.04,0.585%,178,nan
4875,1999-01-04,176.74,176.74,176.74,176.74,0.25,0.141%,177,nan
4876,1999-01-03,176.49,176.49,176.49,176.49,1.03,0.584%,176,nan
4877,1998-12-31,175.46,175.46,175.46,175.46,0.49,0.279%,175,nan
4878,1998-12-30,174.97,174.97,174.97,174.97,-14.6,8.344%,175,nan
4879,1998-12-28,189.57,189.57,189.57,189.57,-0.15,0.079%,190,nan
4880,1998-12-27,189.72,189.72,189.72,189.72,1.28,0.675%,190,nan
4881,1998-12-24,188.44,188.44,188.44,188.44,-0.41,0.218%,188,nan
4882,1998-12-23,188.85,188.85,188.85,188.85,0.44,0.233%,189,nan
4883,1998-12-22,188.41,188.41,188.41,188.41,0.06,0.032%,188,nan
4884,1998-12-21,188.35,188.35,188.35,188.35,0.53,0.281%,188,nan
4885,1998-12-20,187.82,187.82,187.82,187.82,0.27,0.144%,188,nan
4886,1998-12-17,187.55,187.55,187.55,187.55,0.1,0.053%,188,nan
4887,1998-12-16,187.45,187.45,187.45,187.45,0.29,0.155%,187,nan
4888,1998-12-15,187.16,187.16,187.16,187.16,-0.51,0.272%,187,nan
4889,1998-12-14,187.67,187.67,187.67,187.67,-1.2,0.639%,188,nan
4890,1998-12-13,188.87,188.87,188.87,188.87,-1.6,0.847%,189,nan
4891,1998-12-09,190.47,190.47,190.47,190.47,-0.21,0.11%,190,nan
4892,1998-12-08,190.68,190.68,190.68,190.68,0.16,0.084%,191,nan
4893,1998-12-07,190.52,190.52,190.52,190.52,0.05,0.026%,191,nan
4894,1998-12-06,190.47,190.47,190.47,190.47,-0.08,0.042%,190,nan
4895,1998-12-03,190.55,190.55,190.55,190.55,-2.3,1.207%,191,nan
4896,1998-12-02,192.85,192.85,192.85,192.85,0.19,0.099%,193,nan
4897,1998-12-01,192.66,192.66,192.66,192.66,-0.27,0.14%,193,nan
4898,1998-11-30,192.93,192.93,192.93,192.93,-0.52,0.27%,193,nan
4899,1998-11-29,193.45,193.45,193.45,193.45,0.55,0.284%,193,nan
4900,1998-11-26,192.90,192.90,192.90,192.90,2.15,1.115%,193,nan
4901,1998-11-25,190.75,190.75,190.75,190.75,0.01,0.005%,191,nan
4902,1998-11-24,190.74,190.74,190.74,190.74,1.28,0.671%,191,nan
4903,1998-11-23,189.46,189.46,189.46,189.46,1.12,0.591%,189,nan
4904,1998-11-22,188.34,188.34,188.34,188.34,1.04,0.552%,188,nan
4905,1998-11-19,187.30,187.30,187.30,187.30,1.74,0.929%,187,nan
4906,1998-11-18,185.56,185.56,185.56,185.56,1.95,1.051%,186,nan
4907,1998-11-17,183.61,183.61,183.61,183.61,-0.56,0.305%,184,nan
4908,1998-11-16,184.17,184.17,184.17,184.17,0.39,0.212%,184,nan
4909,1998-11-15,183.78,183.78,183.78,183.78,0.01,0.005%,184,nan
4910,1998-11-12,183.77,183.77,183.77,183.77,0.19,0.103%,184,nan
4911,1998-11-11,183.58,183.58,183.58,183.58,1.91,1.04%,184,nan
4912,1998-11-10,181.67,181.67,181.67,181.67,-0.39,0.215%,182,nan
4913,1998-11-08,182.06,182.06,182.06,182.06,2.77,1.521%,182,nan
4914,1998-11-05,179.29,179.29,179.29,179.29,2.48,1.383%,179,nan
4915,1998-11-04,176.81,176.81,176.81,176.81,1.83,1.035%,177,nan
4916,1998-11-03,174.98,174.98,174.98,174.98,2.57,1.469%,175,nan
4917,1998-11-01,172.41,172.41,172.41,172.41,0.41,0.238%,172,nan
4918,1998-10-29,172.00,172.00,172.00,172.00,0.61,0.355%,172,nan
4919,1998-10-28,171.39,171.39,171.39,171.39,0.79,0.461%,171,nan
4920,1998-10-27,170.60,170.60,170.60,170.60,0.89,0.522%,171,nan
4921,1998-10-26,169.71,169.71,169.71,169.71,-0.36,0.212%,170,nan
4922,1998-10-25,170.07,170.07,170.07,170.07,0.46,0.27%,170,nan
4923,1998-10-18,169.61,169.61,169.61,169.61,0.86,0.507%,170,nan
4924,1998-10-15,168.75,168.75,168.75,168.75,0.06,0.036%,169,nan
4925,1998-10-14,168.69,168.69,168.69,168.69,0.27,0.16%,169,nan
4926,1998-10-13,168.42,168.42,168.42,168.42,0.47,0.279%,168,nan
4927,1998-10-12,167.95,167.95,167.95,167.95,0,0%,168,nan
4928,1998-10-11,167.95,167.95,167.95,167.95,0.47,0.28%,168,nan
4929,1998-10-08,167.48,167.48,167.48,167.48,0.13,0.078%,167,nan
4930,1998-10-07,167.35,167.35,167.35,167.35,1.6,0.956%,167,nan
4931,1998-10-06,165.75,165.75,165.75,165.75,-0.47,0.284%,166,nan
4932,1998-09-27,166.22,166.22,166.22,166.22,-0.5,0.301%,166,nan
4933,1998-09-24,166.72,166.72,166.72,166.72,-1.56,0.936%,167,nan
4934,1998-09-23,168.28,168.28,168.28,168.28,0.1,0.059%,168,nan
4935,1998-09-22,168.18,168.18,168.18,168.18,-0.83,0.494%,168,nan
4936,1998-09-20,169.01,169.01,169.01,169.01,0.48,0.284%,169,nan
4937,1998-09-17,168.53,168.53,168.53,168.53,0.11,0.065%,169,nan
4938,1998-09-16,168.42,168.42,168.42,168.42,-0.09,0.053%,168,nan
4939,1998-09-15,168.51,168.51,168.51,168.51,0.3,0.178%,169,nan
4940,1998-09-14,168.21,168.21,168.21,168.21,0.15,0.089%,168,nan
4941,1998-09-13,168.06,168.06,168.06,168.06,0.32,0.19%,168,nan
4942,1998-09-10,167.74,167.74,167.74,167.74,0.25,0.149%,168,nan
4943,1998-09-09,167.49,167.49,167.49,167.49,0.19,0.113%,167,nan
4944,1998-09-08,167.30,167.30,167.30,167.30,1.09,0.652%,167,nan
4945,1998-09-07,166.21,166.21,166.21,166.21,-0.16,0.096%,166,nan
4946,1998-09-06,166.37,166.37,166.37,166.37,0.01,0.006%,166,nan
4947,1998-09-03,166.36,166.36,166.36,166.36,0.19,0.114%,166,nan
4948,1998-09-02,166.17,166.17,166.17,166.17,-0.39,0.235%,166,nan
4949,1998-09-01,166.56,166.56,166.56,166.56,0.02,0.012%,167,nan
4950,1998-08-31,166.54,166.54,166.54,166.54,-0.05,0.03%,167,nan
4951,1998-08-30,166.59,166.59,166.59,166.59,0.38,0.228%,167,nan
4952,1998-08-27,166.21,166.21,166.21,166.21,-0.45,0.271%,166,nan
4953,1998-08-26,166.66,166.66,166.66,166.66,-0.16,0.096%,167,nan
4954,1998-08-25,166.82,166.82,166.82,166.82,0.63,0.378%,167,nan
4955,1998-08-24,166.19,166.19,166.19,166.19,-0.64,0.385%,166,nan
4956,1998-08-23,166.83,166.83,166.83,166.83,0.75,0.45%,167,nan
4957,1998-08-20,166.08,166.08,166.08,166.08,-0.39,0.235%,166,nan
4958,1998-08-19,166.47,166.47,166.47,166.47,0.72,0.433%,166,nan
4959,1998-08-18,165.75,165.75,165.75,165.75,-0.53,0.32%,166,nan
4960,1998-08-17,166.28,166.28,166.28,166.28,0.26,0.156%,166,nan
4961,1998-08-13,166.02,166.02,166.02,166.02,0.59,0.355%,166,nan
4962,1998-08-12,165.43,165.43,165.43,165.43,0.66,0.399%,165,nan
4963,1998-08-11,164.77,164.77,164.77,164.77,0.52,0.316%,165,nan
4964,1998-08-10,164.25,164.25,164.25,164.25,-62.59,38.107%,164,nan
4965,1998-08-08,226.84,226.84,226.84,226.84,63.08,27.808%,227,nan
4966,1998-08-06,163.76,163.76,163.76,163.76,1.39,0.849%,164,nan
4967,1998-08-05,162.37,162.37,162.37,162.37,0.21,0.129%,162,nan
4968,1998-08-04,162.16,162.16,162.16,162.16,0.09,0.056%,162,nan
4969,1998-08-03,162.07,162.07,162.07,162.07,0.22,0.136%,162,nan
4970,1998-08-02,161.85,161.85,161.85,161.85,0.56,0.346%,162,nan
4971,1998-07-30,161.29,161.29,161.29,161.29,0.32,0.198%,161,nan
4972,1998-07-29,160.97,160.97,160.97,160.97,-0.24,0.149%,161,nan
4973,1998-07-28,161.21,161.21,161.21,161.21,0.25,0.155%,161,nan
4974,1998-07-27,160.96,160.96,160.96,160.96,0.82,0.509%,161,nan
4975,1998-07-26,160.14,160.14,160.14,160.14,-1.38,0.862%,160,nan
4976,1998-07-23,161.52,161.52,161.52,161.52,-0.05,0.031%,162,nan
4977,1998-07-22,161.57,161.57,161.57,161.57,-0.84,0.52%,162,nan
4978,1998-07-21,162.41,162.41,162.41,162.41,-1.63,1.004%,162,nan
4979,1998-07-20,164.04,164.04,164.04,164.04,0.03,0.018%,164,nan
4980,1998-07-19,164.01,164.01,164.01,164.01,0.66,0.402%,164,nan
4981,1998-07-16,163.35,163.35,163.35,163.35,-0.42,0.257%,163,nan
4982,1998-07-15,163.77,163.77,163.77,163.77,0.92,0.562%,164,nan
4983,1998-07-14,162.85,162.85,162.85,162.85,0.36,0.221%,163,nan
4984,1998-07-13,162.49,162.49,162.49,162.49,-0.1,0.062%,162,nan
4985,1998-07-09,162.59,162.59,162.59,162.59,-0.85,0.523%,163,nan
4986,1998-07-08,163.44,163.44,163.44,163.44,-0.29,0.177%,163,nan
4987,1998-07-07,163.73,163.73,163.73,163.73,-0.6,0.366%,164,nan
4988,1998-07-06,164.33,164.33,164.33,164.33,-1.08,0.657%,164,nan
4989,1998-07-05,165.41,165.41,165.41,165.41,-0.64,0.387%,165,nan
4990,1998-07-02,166.05,166.05,166.05,166.05,0.02,0.012%,166,nan
4991,1998-07-01,166.03,166.03,166.03,166.03,0.16,0.096%,166,nan
4992,1998-06-30,165.87,165.87,165.87,165.87,0.22,0.133%,166,nan
4993,1998-06-29,165.65,165.65,165.65,165.65,-0.27,0.163%,166,nan
4994,1998-06-28,165.92,165.92,165.92,165.92,1.24,0.747%,166,nan
4995,1998-06-25,164.68,164.68,164.68,164.68,0.61,0.37%,165,nan
4996,1998-06-24,164.07,164.07,164.07,164.07,1.06,0.646%,164,nan
4997,1998-06-23,163.01,163.01,163.01,163.01,1.67,1.024%,163,nan
4998,1998-06-22,161.34,161.34,161.34,161.34,0.32,0.198%,161,nan
4999,1998-06-21,161.02,161.02,161.02,161.02,0.3,0.186%,161,nan
5000,1998-06-18,160.72,160.72,160.72,160.72,-0.41,0.255%,161,nan
5001,1998-06-17,161.13,161.13,161.13,161.13,0.75,0.465%,161,nan
5002,1998-06-16,160.38,160.38,160.38,160.38,0.15,0.094%,160,nan
5003,1998-06-15,160.23,160.23,160.23,160.23,0.28,0.175%,160,nan
5004,1998-06-14,159.95,159.95,159.95,159.95,-0.21,0.131%,160,nan
5005,1998-06-11,160.16,160.16,160.16,160.16,0.6,0.375%,160,nan
5006,1998-06-10,159.56,159.56,159.56,159.56,1.24,0.777%,160,nan
5007,1998-06-09,158.32,158.32,158.32,158.32,0.27,0.171%,158,nan
5008,1998-06-08,158.05,158.05,158.05,158.05,1.27,0.804%,158,nan
5009,1998-06-07,156.78,156.78,156.78,156.78,0.01,0.006%,157,nan
5010,1998-06-04,156.77,156.77,156.77,156.77,-0.14,0.089%,157,nan
5011,1998-06-03,156.91,156.91,156.91,156.91,0.48,0.306%,157,nan
5012,1998-06-02,156.43,156.43,156.43,156.43,-0.43,0.275%,156,nan
5013,1998-06-01,156.86,156.86,156.86,156.86,0,0%,157,nan
5014,1998-05-28,156.86,156.86,156.86,156.86,-0.7,0.446%,157,nan
5015,1998-05-27,157.56,157.56,157.56,157.56,0.51,0.324%,158,nan
5016,1998-05-26,157.05,157.05,157.05,157.05,0.21,0.134%,157,nan
5017,1998-05-25,156.84,156.84,156.84,156.84,-0.84,0.536%,157,nan
5018,1998-05-24,157.68,157.68,157.68,157.68,0.11,0.07%,158,nan
5019,1998-05-21,157.57,157.57,157.57,157.57,0.28,0.178%,158,nan
