Date,28 Days,91 Days,182 Days,364 Days,Weighted Average Interbank Rate (Daily),7 Days (Regular),7 Days (Regular),15 Days,30 Days,60 Days,90 Days,Weighted Average Deposit Auction Rate (14 Days),Weighted Average Repo Rate (14 Days)
"24 May, 2009",,,,,3.86,,,,,,,,
"26 May, 2009",,5.65,,,1.89,,,,,,,,
"27 May, 2009",,,,,1.38,,,,,,,,
"28 May, 2009",,,,,1.28,,,,,,,,
"31 May, 2009",,,,,1.82,,,,,,,,
"01 Jun, 2009",,,,,1.60,,,,,,,,
"02 Jun, 2009",,5.46,,,2.43,,,,,,,,
"03 Jun, 2009",,,,,2.47,,,,,,,,
"04 Jun, 2009",,,,,4.92,,,,,,,,
"05 Jun, 2009",,,,,,,,,,,,,
"07 Jun, 2009",,,,,6.75,,,,,,,,
"08 Jun, 2009",,,,,7.67,,,,,,,,
"09 Jun, 2009",,5.57,,,7.56,,,,,,,,
"10 Jun, 2009",,,,,7.84,,,,,,,,
"11 Jun, 2009",,,,,7.93,,,,,,,,
"12 Jun, 2009",,,,,8.12,,,,,,,,
"14 Jun, 2009",,,,,5.17,,,,,,,,
"16 Jun, 2009",,5.56,,,4.13,,,,,,,,
"17 Jun, 2009",,,,,3.62,,,,,,,,
"18 Jun, 2009",,,,,4.00,,,,,,,,
"19 Jun, 2009",,,,,2.11,,,,,,,,
"20 Jun, 2009",,,,,1.55,,,,,,,,
"22 Jun, 2009",,,,,2.14,,,,,,,,
"23 Jun, 2009",,6.71,,,2.50,,,,,,,,
"24 Jun, 2009",,,,,4.66,,,,,,,,
"25 Jun, 2009",,,,,3.17,,,,,,,,
"26 Jun, 2009",,,,,1.97,,,,,,,,
"27 Jun, 2009",,,,,1.34,,,,,,,,
"29 Jun, 2009",,,,,2.34,,,,,,,,
"30 Jun, 2009",,5.71,,,3.99,,,,,,,,
"01 Jul, 2009",,,,,3.79,,,,,,,,
"02 Jul, 2009",,,,,2.94,,,,,,,,
"03 Jul, 2009",,,,,1.88,,,,,,,,
"04 Jul, 2009",,,,,1.86,,,,,,,,
"06 Jul, 2009",,,,,3.55,,,,,,,,
"07 Jul, 2009",,7.71,,,,,,,,,,,
"09 Jul, 2009",,,,,3.08,,,,,,,,
"10 Jul, 2009",,,,,2.15,,,,,,,,
"11 Jul, 2009",,,,,2.00,,,,,,,,
"14 Jul, 2009",,,,,2.91,,,,,,,,
"15 Jul, 2009",,8.71,,,1.19,,,,,,,,
"16 Jul, 2009",,,,,1.38,,,,,,,,
"17 Jul, 2009",,,,,2.00,,,,,,,,
"19 Jul, 2009",,,,,1.00,,,,,,,,
"20 Jul, 2009",,,,,1.00,,,,,,,,
"21 Jul, 2009",1.51,2.43,,,1.00,,,,,,,,
"23 Jul, 2009",,,,,1.00,,,,,,,,
"24 Jul, 2009",,,,,1.00,,,,,,,,
"26 Jul, 2009",,,,,1.00,,,,,,,,
"27 Jul, 2009",,,,,1.00,,,,,,,,
"28 Jul, 2009",,1.72,,,1.00,,,,,,,,
"29 Jul, 2009",,,,,1.00,,,,,,,,
"30 Jul, 2009",,,,,1.00,,,,,,,,
"31 Jul, 2009",,,,,0.79,,,,,,,,
"02 Aug, 2009",,,,,1.00,,,,,,,,
"03 Aug, 2009",,,,,1.00,,,,,,,,
"04 Aug, 2009",,1.12,,,1.00,,,,,,,,
"07 Aug, 2009",,,,,0.84,,,,,,,,
"09 Aug, 2009",,,,,2.66,,,,,,,,
"10 Aug, 2009",,,,,1.55,,,,,,,,
"11 Aug, 2009",,1.83,,,1.49,,,,,,,,
"12 Aug, 2009",,,,,1.35,,,,,,,,
"14 Aug, 2009",,,,,0.81,,,,,,,,
"16 Aug, 2009",,,,,1.10,,,,,,,,
"17 Aug, 2009",,,,,1.49,,,,,,,,
"18 Aug, 2009",1.51,2.51,,,1.50,,,,,,,,
"19 Aug, 2009",,,,,1.34,,,,,,,,
"20 Aug, 2009",,,,,1.67,,,,,,,,
"21 Aug, 2009",,,,,1.24,,,,,,,,
"23 Aug, 2009",,,,,1.89,,,,,,,,
"24 Aug, 2009",,,,,2.00,,,,,,,,
"25 Aug, 2009",,2.73,,,2.27,,,,,,,,
"26 Aug, 2009",,,,,2.73,,,,,,,,
"27 Aug, 2009",,,,,2.79,,,,,,,,
"28 Aug, 2009",,,,,2.86,,,,,,,,
"30 Aug, 2009",,,,,2.53,,,,,,,,
"31 Aug, 2009",,,,,2.56,,,,,,,,
"01 Sep, 2009",,2.49,,,2.50,,,,,,,,
"02 Sep, 2009",,,,,1.96,,,,,,,,
"04 Sep, 2009",,,,,1.42,,,,,,,,
"06 Sep, 2009",,,,,1.94,,,,,,,,
"07 Sep, 2009",,,,,1.74,,,,,,,,
"08 Sep, 2009",,2.28,,3.39,1.95,,2.10,,,,,,
"09 Sep, 2009",,,,,1.61,,,,,,,,
"10 Sep, 2009",,,,,1.27,,,,,,,,
"11 Sep, 2009",,,,,1.06,,,,,,,,
"13 Sep, 2009",,,,,1.50,,,,,,,,
"14 Sep, 2009",,,,,1.57,,,,,,,,
"15 Sep, 2009",1.99,2.30,2.68,,1.75,,,,,,,,
"16 Sep, 2009",,,,,1.51,,,,,,,,
"17 Sep, 2009",,,,,1.35,,,,,,,,
"18 Sep, 2009",,,,,1.26,,,,,,,,
"20 Sep, 2009",,,,,2.36,,,,,,,,
"22 Sep, 2009",,2.46,,,5.02,,,,,,,,
"24 Sep, 2009",,,,,4.70,,,,,,,,
"02 Oct, 2009",,2.78,,,3.60,,,,,,,,
"04 Oct, 2009",,,,,4.62,,,,,,,,
"05 Oct, 2009",,,,,4.79,,,,,,,,
"06 Oct, 2009",,2.97,,,4.85,,,,,,,,
"07 Oct, 2009",,,,,4.88,,,,,,,,
"08 Oct, 2009",,,,,4.92,,,,,,,,
"09 Oct, 2009",,,,,4.81,,,,,,,,
"11 Oct, 2009",,,,,5.15,,,,,,,,
"12 Oct, 2009",,,,,5.32,,,,,,,,
"13 Oct, 2009",2.23,3.06,,,5.47,,,,,,,,
"14 Oct, 2009",,,,,7.30,5.76,,,,,,,
"15 Oct, 2009",,,,,7.42,,,,,,,,
"16 Oct, 2009",,,,,7.81,,,,,,,,
"20 Oct, 2009",,3.44,,,,,,,,,,,
"21 Oct, 2009",,,,,7.84,,,,,,,,
"22 Oct, 2009",,,,,7.71,,,,,,,,
"23 Oct, 2009",,,,,7.86,,,,,,,,
"25 Oct, 2009",,,,,7.97,,,,,,,,
"26 Oct, 2009",,,,,7.97,,,,,,,,
"27 Oct, 2009",,4.48,,,8.07,,,,,,,,
"28 Oct, 2009",,,,,9.07,7.46,,,,,,,
"29 Oct, 2009",,,,,9.34,,,,,,,,
"30 Oct, 2009",,,,,9.71,,,,,,,,
"01 Nov, 2009",,,,,9.96,,,,,,,,
"02 Nov, 2009",,,,,9.84,,,,,,,,
"03 Nov, 2009",,5.36,,6.19,9.93,,,,,,,,
"04 Nov, 2009",,,,,9.73,,,,,,,,
"05 Nov, 2009",,,,,9.95,,,,,,,,
"06 Nov, 2009",,,,,9.77,,,,,,,,
"08 Nov, 2009",,,,,9.92,,,,,,,,
"09 Nov, 2009",,,,,9.77,,,,,,,,
"10 Nov, 2009",6.91,5.38,,5.73,9.98,,,,,,,,
"11 Nov, 2009",,,,,9.88,,,,,,,,
"12 Nov, 2009",,,,,9.94,,,,,,,,
"13 Nov, 2009",,,,,9.84,,,,,,,,
"15 Nov, 2009",,,,,10.04,,,,,,,,
"16 Nov, 2009",,,,,9.98,,,,,,,,
"17 Nov, 2009",,5.97,,5.54,9.90,,,,,,,,
"18 Nov, 2009",,,,,9.91,8.40,,,,,,,
"19 Nov, 2009",,,,,9.30,8.44,,,,,,,
"20 Nov, 2009",,,,,8.09,,,,,,,,
"22 Nov, 2009",,,,,8.24,,,,,,,,
"23 Nov, 2009",,,,,8.02,,,,,,,,
"24 Nov, 2009",,5.55,,5.10,6.41,,,,,,,,
"25 Nov, 2009",,,,,6.60,6.59,,,,,,,
"26 Nov, 2009",,,,,6.59,,,,,,,,
"27 Nov, 2009",,,,,7.10,,,,,,,,
"30 Nov, 2009",,,,,8.93,,,,,,,,
"01 Dec, 2009",,5.50,,,9.11,,,,,,,,
"03 Dec, 2009",,,,,12.46,8.11,,,,,,,
"04 Dec, 2009",,,,,12.62,9.34,,,,,,,
"06 Dec, 2009",,,,,11.19,,,,,,,,
"07 Dec, 2009",,,,,12.03,,,,,,,,
"08 Dec, 2009",8.67,6.38,5.36,5.22,11.99,,,,,,,,
"09 Dec, 2009",,,,,11.96,,,,,,,,
"10 Dec, 2009",,,,,11.99,,,,,,,,
"11 Dec, 2009",,,,,11.01,,,,,,,,
"13 Dec, 2009",,,,,12.10,,,,,,,,
"14 Dec, 2009",,,,,12.02,,,,,,,,
"15 Dec, 2009",,7.05,5.94,5.58,11.74,,,,,,,,
"16 Dec, 2009",,,,,12.18,10.03,,,,,,,
"17 Dec, 2009",,,,,12.03,,,,,,,,
"18 Dec, 2009",,,,,12.00,,,,,,,,
"20 Dec, 2009",,,,,12.06,10.12,,,,,,,
"21 Dec, 2009",,,,,12.28,,,,,,,,
"22 Dec, 2009",,8.28,6.58,6.28,12.35,,,,,,,,
"23 Dec, 2009",,,,,12.97,11.03,,,,,,,
"24 Dec, 2009",,,,,13.20,,,,,,,,
"27 Dec, 2009",,,,,13.24,,,,,,,,
"28 Dec, 2009",,,,,13.35,,,,,,,,
"29 Dec, 2009",,8.82,7.05,7.44,13.43,,,,,,,,
"31 Dec, 2009",,,,,13.99,11.46,,,,,,,
"01 Jan, 2010",,,,,12.90,,,,,,,,
"02 Jan, 2010",,,,,10.7436,,,,,,,,
"03 Jan, 2010",,,,,14.04,10.3007,,,,,,,
"04 Jan, 2010",,,,,14.17,,,,,,,,
"05 Jan, 2010",9.71,9.68,9.43,8.12,14.23,,,,,,,,
"06 Jan, 2010",,,,,14.25,,,,,,,,
"07 Jan, 2010",,,,,15.09,12.43,,,,,,,
"08 Jan, 2010",,,,,13.48,,,,,,,,
"10 Jan, 2010",,,,,11.62,,,,,,,,
"11 Jan, 2010",,,,,10.28,7.41,,,,,,,
"12 Jan, 2010",,8.27,,7.96,10.71,,,,,,,,
"13 Jan, 2010",,,,,10.62,,,,,,,,
"14 Jan, 2010",,,,,10.91,,,,,,,,
"17 Jan, 2010",,,,,11.10,,,,,,,,
"18 Jan, 2010",,,,,10.89,,,,,,,,
"19 Jan, 2010",,9.32,,8.11,11.86,,,,,,,,
"20 Jan, 2010",,,,,12.21,,,,,,,,
"21 Jan, 2010",,,,,12.61,,,,,,,,
"22 Jan, 2010",,,,,13.09,,,,,,,,
"24 Jan, 2010",,,,,12.21,,,,,,,,
"25 Jan, 2010",,,,,12.74,,,,,,,,
"26 Jan, 2010",,9.01,,,13.51,,,,,,,,
"27 Jan, 2010",,,,,12.06,,,,,,,,
"28 Jan, 2010",,,,,12.14,9.71,,,,,,,
"29 Jan, 2010",,,,,10.62,,,,,,,,
"31 Jan, 2010",,,,,12.01,,,,,,,,
"01 Feb, 2010",,,,,11.68,,,,,,,,
"02 Feb, 2010",,8.92,,,12.38,,,,,,,,
"03 Feb, 2010",,,,,11.36,,,,,,,,
"04 Feb, 2010",,,,,9.97,9.43,,,,,,,
"05 Feb, 2010",,,,,9.52,,,,,,,,
"07 Feb, 2010",,,,,10.00,,,,,,,,
"08 Feb, 2010",,,,,11.34,9.29,,,,,,,
"09 Feb, 2010",,8.70,,,10.90,,,,,,,,
"10 Feb, 2010",,,,,11.16,,,,,,,,
"11 Feb, 2010",,,,,12.49,,,,,,,,
"15 Feb, 2010",,,,,11.30,,,,,,,,
"16 Feb, 2010",,8.75,,,12.14,,,,,,,,
"17 Feb, 2010",,,,,11.32,,,,,,,,
"18 Feb, 2010",,,,,10.50,,,,,,,,
"21 Feb, 2010",,,,,10.00,,,,,,,,
"22 Feb, 2010",,,,,9.86,,,,,,,,
"23 Feb, 2010",,8.26,,,10.17,,,,,,,,
"24 Feb, 2010",,,,,9.90,,,,,,,,
"25 Feb, 2010",,,,,5.89,9.28,,,,,,,
"01 Mar, 2010",,,,,10.62,,,,,,,,
"02 Mar, 2010",,7.40,,,10.97,,,,,,,,
"03 Mar, 2010",,,,,10.75,,,,,,,,
"04 Mar, 2010",,,,,6.55,9.24,,,,,,,
"05 Mar, 2010",,,,,4.77,,,,,,,,
"07 Mar, 2010",,,,,9.00,,,,,,,,
"09 Mar, 2010",,6.67,,,9.38,,,,,,,,
"10 Mar, 2010",,,,,7.39,,,,,,,,
"11 Mar, 2010",,,,,6.58,,,,,,,,
"12 Mar, 2010",,,,,6.17,,,,,,,,
"14 Mar, 2010",,,,,8.08,,,,,,,,
"16 Mar, 2010",,6.06,6.16,6.51,7.89,,,,,,,,
"17 Mar, 2010",,,,,7.75,8.55,,,,,,,
"18 Mar, 2010",,,,,6.29,,,,,,,,
"19 Mar, 2010",,,,,4.26,,,,,,,,
"22 Mar, 2010",,,,,7.50,,,,,,,,
"23 Mar, 2010",,6.59,6.23,7.01,6.22,,,,,,,,
"25 Mar, 2010",,,,,6.78,8.04,,,,,,,
"26 Mar, 2010",,,,,5.18,,,,,,,,
"28 Mar, 2010",,,,,7.33,,,,,,,,
"29 Mar, 2010",,,,,8.79,,,,,,,,
"30 Mar, 2010",,,,,8.63,,,,,,,,
"31 Mar, 2010",,,,,9.81,,,,,,,,
"01 Apr, 2010",,7.55,7.44,7.52,10.89,9.23,,,,,,,
"02 Apr, 2010",,,,,10.41,,,,,,,,
"04 Apr, 2010",,,,,10.89,,,,,,,,
"05 Apr, 2010",,,,,11.50,,,,,,,,
"06 Apr, 2010",,8.45,8.24,8.22,10.92,,,,,,,,
"07 Apr, 2010",,,,,10.62,,,,,,,,
"08 Apr, 2010",,,,,6.72,9.41,,,,,,,
"09 Apr, 2010",,,,,4.85,8.49,,,,,,,
"11 Apr, 2010",,,,,6.73,,,,,,,,
"12 Apr, 2010",,,,,6.73,,,,,,,,
"13 Apr, 2010",,8.82,,8.37,7.31,,,,,,,,
"15 Apr, 2010",,,,,7.98,,,,,,,,
"16 Apr, 2010",,,,,7.49,,,,,,,,
"18 Apr, 2010",,,,,9.18,,,,,,,,
"19 Apr, 2010",,,,,9.05,,,,,,,,
"20 Apr, 2010",,8.44,,,9.43,,,,,,,,
"21 Apr, 2010",,,,,8.55,,,,,,,,
"22 Apr, 2010",,,,,7.00,8.67,,,,,,,
"23 Apr, 2010",,,,,4.37,,,,,,,,
"25 Apr, 2010",,,,,7.03,,,,,,,,
"26 Apr, 2010",,,,,6.17,,,,,,,,
"27 Apr, 2010",,7.41,,,6.38,,,,,,,,
"28 Apr, 2010",,,,,6.22,,,,,,,,
"29 Apr, 2010",,,,,5.86,8.72,,,,,,,
"30 Apr, 2010",,,,,4.00,,,,,,,,
"02 May, 2010",,,,,7.67,,,,,,,,
"03 May, 2010",,,,,8.04,,,,,,,,
"04 May, 2010",,,,,8.1,,,,,,,,
"05 May, 2010",,7.07,,,8.24,,,,,,,,
"06 May, 2010",,,,,7.0,,,,,,,,
"07 May, 2010",,,,,6.4,8.18,,,,,,,
"09 May, 2010",,,,,7.21,,,,,,,,
"11 May, 2010",,6.73,,,6.75,,,,,,,,
"12 May, 2010",,,,,6.69,,,,,,,,
"13 May, 2010",,,,,5.63,,,,,,,,
"14 May, 2010",,,,,3.88,,,,,,,,
"16 May, 2010",,,,,6.9444,,,,,,,,
"17 May, 2010",,,,,7.5000,,,,,,,,
"18 May, 2010",,6.6471,,6.9604,6.2664,,,,,,,,
"19 May, 2010",,,,,5.71,7.9382,,,,,,,
"20 May, 2010",,,,,5.5085,,,,,,,,
"21 May, 2010",,,,,4.6792,,,,,,,,
"23 May, 2010",,,,,8.97,,,,,,,,
"24 May, 2010",,,,,6.8154,,,,,,,,
"25 May, 2010",,6.8038,,,6.4091,,,,,,,,
"26 May, 2010",,,,,5.2656,8.3003,,,,,,,
"28 May, 2010",,,,,4.4286,,,,,,,,
"30 May, 2010",,,,,6.2889,,,,,,,,
"31 May, 2010",,,,,5.9500,,,,,,,,
"01 Jun, 2010",,6.7310,,,5.9518,,,,,,,,
"02 Jun, 2010",,,,,5.3333,,,,,,,,
"03 Jun, 2010",,,,,4.0000,7.8827,,,,,,,
"06 Jun, 2010",,,,,5.4696,,,,,,,,
"07 Jun, 2010",,,,,5.3000,,,,,,,,
"08 Jun, 2010",7.3992,6.8312,6.6441,,5.1000,,,,,,,,
"09 Jun, 2010",,,,,4.8125,,,,,,,,
"10 Jun, 2010",,,,,4.0000,7.7393,,,,,,,
"11 Jun, 2010",,,,,3.0000,,,,,,,,
"13 Jun, 2010",,,,,5.5473,,,,,,,,
"14 Jun, 2010",,,,,5.0714,,,,,,,,
"15 Jun, 2010",8.0693,7.0748,6.7671,7.2750,5.0250,,,,,,,,
"16 Jun, 2010",,,,,4.9583,,,,,,,,
"17 Jun, 2010",,,,,4.1407,7.8262,,,,,,,
"18 Jun, 2010",,,,,3.1932,,,,,,,,
"20 Jun, 2010",,,,,5.9796,,,,,,,,
"22 Jun, 2010",7.7000,7.5773,7.2913,7.3556,6.0348,,,,,,,,
"23 Jun, 2010",,,,,6.1426,,,,,,,,
"24 Jun, 2010",,,,,6.0536,7.4569,,,,,,,
"25 Jun, 2010",,,,,5.2159,,,,,,,,
"28 Jun, 2010",,,,,7.5190,,,,,,,,
"29 Jun, 2010",8.2388,8.6144,8.3888,8.1312,10.4494,,,,,,,,
"30 Jun, 2010",,,,,10.3958,,,,,,,,
"01 Jul, 2010",,,,,10.0335,8.6080,,,,,,,
"02 Jul, 2010",,,,,9.1124,,,,,,,,
"04 Jul, 2010",,,,,8.7949,,,,,,,,
"05 Jul, 2010",,,,,9.0000,,,,,,,,
"06 Jul, 2010",9.7177,9.4645,9.5041,9.0620,6.3633,,,,,,,,
"07 Jul, 2010",,,,,5.0000,,,,,,,,
"08 Jul, 2010",,,,,4.0000,8.3980,,,,,,,
"09 Jul, 2010",,,,,2.4576,,,,,,,,
"11 Jul, 2010",,,,,3.0105,,,,,,,,
"12 Jul, 2010",,,,,5.3409,,,,,,,,
"13 Jul, 2010",7.8950,8.5153,9.2094,9.2077,4.7308,,,,,,,,
"14 Jul, 2010",,,,,4.7552,,,,,,,,
"15 Jul, 2010",,,,,2.0000,7.1269,,,,,,,
"16 Jul, 2010",,,,,2.0000,,,,,,,,
"18 Jul, 2010",,,,,2.8571,,,,,,,,
"19 Jul, 2010",,,,,2.5000,,,,,,,,
"20 Jul, 2010",3.7999,5.0921,,,2,,,,,,,,
"21 Jul, 2010",,,,,1.8575,,,,,,,,
"22 Jul, 2010",,,,,1.4333,,,,,,,,
"23 Jul, 2010",,,,,1.4730,,,,,,,,
"25 Jul, 2010",,,,,4.3684,,,,,,,,
"26 Jul, 2010",,,,,1.0000,,,,,,,,
"27 Jul, 2010",2.5940,3.5809,,,1.0000,,3.7962,,,,,,
"29 Jul, 2010",,,,,1.1739,,,,,,,,
"30 Jul, 2010",,,,,1.1525,,,,,,,,
"01 Aug, 2010",,,,,1.5333,,,,,,,,
"02 Aug, 2010",,,,,1.4900,,,,,,,,
"03 Aug, 2010",2.6852,3.3372,,,1.4833,,,,,,,,
"04 Aug, 2010",,,,,2.3969,,3.3796,,,,,,
"05 Aug, 2010",,,,,2.4375,,,,,,,,
"06 Aug, 2010",,,,,2.5441,,,,,,,,
"08 Aug, 2010",,,,,2.6213,,,,,,,,
"09 Aug, 2010",,,,,2.3810,,,,,,,,
"10 Aug, 2010",2.4117,3.2155,,,2.9000,,,,,,,,
"11 Aug, 2010",,,,,4.0244,,3.9780,,,,,,
"12 Aug, 2010",,,,,3.5466,,,,,,,,
"13 Aug, 2010",,,,,3.9185,,,,,,,,
"15 Aug, 2010",,,,,3.6648,,,,,,,,
"16 Aug, 2010",,,,,3.6292,,,,,,,,
"17 Aug, 2010",2.6017,3.3143,,,3.7227,,,,,,,,
"18 Aug, 2010",,,,,3.8286,,3.4542,,,,,,
"19 Aug, 2010",,,,,3.3400,,,,,,,,
"20 Aug, 2010",,,,,2.4650,,,,,,,,
"22 Aug, 2010",,,,,3.2516,,,,,,,,
"23 Aug, 2010",,,,,2.9574,,,,,,,,
"24 Aug, 2010",2.5416,3.3278,,,,,,,,,,,
"26 Aug, 2010",,,,,2.4889,,,,,,,,
"27 Aug, 2010",,,,,2.2824,,3.4559,,,,,,
"29 Aug, 2010",,,,,2.7831,,,,,,,,
"30 Aug, 2010",,,,,3.0000,,,,,,,,
"31 Aug, 2010",2.6524,3.4422,,,3.9144,,,,,,,,
"02 Sep, 2010",,,,,4.1345,,,,,,,,
"03 Sep, 2010",,,,,3.7635,,,,,,,,
"05 Sep, 2010",,,,,3.7137,,,,,,,,
"06 Sep, 2010",,,,,3.5019,,,,,,,,
"07 Sep, 2010",3.0437,4.2937,,5.4100,3.6688,,,,,,,,
"09 Sep, 2010",,,,,2.9567,,,,,,,,
"12 Sep, 2010",,,,,2.9667,,,,,,,,
"13 Sep, 2010",,,,,3.3333,,,,,,,,
"14 Sep, 2010",3.0403,4.2587,4.2772,,3.38,,,,,,,,
"15 Sep, 2010",,,,,2.9000,,3.0909,,,,,,
"16 Sep, 2010",,,,,2.1270,,,,,,,,
"17 Sep, 2010",,,,,1.8604,,,,,,,,
"20 Sep, 2010",,,,,2.9040,,,,,,,,
"21 Sep, 2010",2.9127,4.5704,4.4136,6.0614,2.8123,,,,,,,,
"23 Sep, 2010",,,,,3.2195,,,,,,,,
"24 Sep, 2010",,,,,2.8539,,,,,,,,
"26 Sep, 2010",,,,,3.0625,,,,,,,,
"27 Sep, 2010",,,,,3.2715,,,,,,,,
"28 Sep, 2010",3.5750,5.4740,6.0812,6.3071,3.7695,,,,,,,,
"29 Sep, 2010",,,,,4.1321,,,,,,,,
"30 Sep, 2010",,,,,4.8887,,,,,,,,
"01 Oct, 2010",,,,,9.0460,,,,,,,,
"03 Oct, 2010",,,,,4.7731,,,,,,,,
"04 Oct, 2010",,,,,5.4239,,,,,,,,
"05 Oct, 2010",6.2060,6.5803,7.0251,7.2889,7.3113,,,,,,,,
"06 Oct, 2010",,,,,8.7548,,,,,,,,
"07 Oct, 2010",,,,,8.8067,,,,,,,,
"10 Oct, 2010",,,,,9.1150,,,,,,,,
"11 Oct, 2010",,,,,9.7088,,,,,,,,
"12 Oct, 2010",7.4387,7.9471,,,10.0101,,,,,,,,
"13 Oct, 2010",,,,,9.8390,9.7409,,,,,,,
"20 Oct, 2010",9.2228,8.5607,,,10.5681,,,,,,,,
"21 Oct, 2010",,,,,10.8152,,,,,,,,
"22 Oct, 2010",,,,,10.6706,,,,,,,,
"24 Oct, 2010",,,,,10.8105,,,,,,,,
"25 Oct, 2010",,,,,10.9031,,,,,,,,
"26 Oct, 2010",9.5081,8.2395,,,10.6795,,,,,,,,
"27 Oct, 2010",,,,,10.6107,10.3777,,,,,,,
"28 Oct, 2010",,,,,9.9699,,,,,,,,
"29 Oct, 2010",,,,,8.5809,,,,,,,,
"31 Oct, 2010",,,,,9.6938,,,,,,,,
"01 Nov, 2010",,,,,9.0460,,,,,,,,
"02 Nov, 2010",8.8290,7.9020,,7.8383,8.5556,,,,,,,,
"03 Nov, 2010",,,,,9.1458,,,,,,,,
"04 Nov, 2010",,,,,9.2406,,,,,,,,
"09 Nov, 2010",8.1474,7.2440,,7.5073,9.5926,,,,,,,,
"10 Nov, 2010",,,,,9.5627,,,,,,,,
"11 Nov, 2010",,,,,,,,,,,,,
"14 Nov, 2010",,,,,9.5829,,,,,,,,
"15 Nov, 2010",,,,,9.5920,,,,,,,,
"16 Nov, 2010",7.9383,7.1312,,7.3640,9.1600,,,,,,,,
"18 Nov, 2010",,,,,9.5374,,,,,,,,
"19 Nov, 2010",,,,,9.3043,,,,,,,,
"21 Nov, 2010",,,,,9.2238,,,,,,,,
"22 Nov, 2010",,,,,8.9778,,,,,,,,
"23 Nov, 2010",7.5929,6.9472,,7.0670,8.4991,,,,,,,,
"24 Nov, 2010",,,,,8.5804,,,,,,,,
"25 Nov, 2010",,,,,8.1021,,,,,,,,
"26 Nov, 2010",,,,,7.6702,,,,,,,,
"28 Nov, 2010",,,,,7.5135,,,,,,,,
"29 Nov, 2010",,,,,7.7571,,,,,,,,
"30 Nov, 2010",6.9415,6.7959,,,8.1647,,,,,,,,
"01 Dec, 2010",,,,,8.0332,,,,,,,,
"02 Dec, 2010",,,,,8.6278,,,,,,,,
"03 Dec, 2010",,,,,9.1299,,,,,,,,
"05 Dec, 2010",,,,,8.9240,,,,,,,,
"06 Dec, 2010",,,,,9.1969,,,,,,,,
"07 Dec, 2010",6.7905,6.7061,6.6582,6.3954,9.1578,,,,,,,,
"08 Dec, 2010",,,,,9.1012,,,,,,,,
"09 Dec, 2010",,,,,9.1066,,,,,,,,
"10 Dec, 2010",,,,,9.1546,,,,,,,,
"12 Dec, 2010",,,,,9.0329,,,,,,,,
"13 Dec, 2010",,,,,9.0147,,,,,,,,
"14 Dec, 2010",6.9779,6.8154,7.0110,7.2850,8.9985,,,,,,,,
"15 Dec, 2010",,,,,,,,,,,,,
"16 Dec, 2010",,,,,8.7286,,,,,,,,
"17 Dec, 2010",,,,,8.7038,,,,,,,,
"19 Dec, 2010",,,,,8.8771,,,,,,,,
"20 Dec, 2010",,,,,9.2326,,,,,,,,
"22 Dec, 2010",7.5606,6.8898,8.0021,7.4323,9.0564,,,,,,,,
"23 Dec, 2010",,,,,9.0875,,,,,,,,
"24 Dec, 2010",,,,,9.4351,,,,,,,,
"26 Dec, 2010",,,,,9.2553,,,,,,,,
"27 Dec, 2010",,,,,9.4556,,,,,,,,
"28 Dec, 2010",9.1154,8.5467,9.1281,8.5806,10.4075,,,,,,,,
"29 Dec, 2010",,,,,10.6985,,,,,,,,
"31 Dec, 2010",,,,,10.9923,,,,,,,,
"02 Jan, 2011",,,,,10.7436,,,,,,,,
"03 Jan, 2011",,,,,10.9814,10.3007,,,,,,,
"04 Jan, 2011",10.8870,9.2728,9.6145,9.3117,11.7075,,,,,,,,
"05 Jan, 2011",,,,,11.8045,,,,,,,,
"06 Jan, 2011",,,,,11.7554,10.3845,,,,,,,
"07 Jan, 2011",,,,,11.6283,,,,,,,,
"09 Jan, 2011",,,,,11.9189,,,,,,,,
"10 Jan, 2011",,,,,12.0000,,,,,,,,
"11 Jan, 2011",9.8590,9.6559,9.7638,9.4027,12.0375,,,,,,,,
"12 Jan, 2011",,,,,12.0625,,,,,,,,
"13 Jan, 2011",,,,,11.7595,10.4939,,,,,,,
"14 Jan, 2011",,,,,11.9237,,,,,,,,
"15 Jan, 2011",,,,,,,,,,,,,
"16 Jan, 2011",,,,,11.7116,10.3088,,,,,,,
"17 Jan, 2011",,,,,11.2963,,,,,,,,
"18 Jan, 2011",9.6944,8.3947,,,10.1786,,,,,,,,
"19 Jan, 2011",,,,,9.7114,,,,,,,,
"20 Jan, 2011",,,,,8.6693,,,,,,,,
"21 Jan, 2011",,,,,6.7863,,,,,,,,
"23 Jan, 2011",,,,,7.3254,,,,,,,,
"24 Jan, 2011",,,,,6.6174,,,,,,,,
"25 Jan, 2011",,8.0171,,,5.8000,,,,,,,,
"26 Jan, 2011",,,,,5.1192,,,,,,,,
"27 Jan, 2011",,,,,4.9771,,,,,,,,
"28 Jan, 2011",,,,,4.6613,,,,,,,,
"31 Jan, 2011",,,,,6.3214,,,,,,,,
"01 Feb, 2011",,7.3942,,,5.1750,,,,,,,,
"02 Feb, 2011",,,,,8.7465,,,,,,,,
"03 Feb, 2011",,,,,8.6875,,,,,,,,
"06 Feb, 2011",,,,,9.3547,,,,,,,,
"07 Feb, 2011",,,,,9.5097,,,,,,,,
"08 Feb, 2011",7.8562,7.2981,,,9.7471,,,,,,,,
